Customer Name ,Name,Item,Description,Amount,Status,Sales Rep,Support End Date [NEW],Date,Completion Date ,Internal ID,Support Start Date  [New]
"Nationwide Children's Hospital, Inc.","21657-1 Nationwide Children's Hospital, Inc. : NCH - D10209",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",384,Partially Fulfilled,Brian Moloney,6/30/2025,3/15/2024,10/11/2024,10164,10/11/2024
BROWN DAWSON FLICK FUNERAL HOME,21695 BROWN DAWSON FLICK FUNERAL HOME : Service- Brown Dawson Flick Funeral Home,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,3/11/2024,,10061,
INDIAN HILL EXEMPTED VILLAGE : INDIAN HILL HIGH SCHOOL,21697 INDIAN HILL EXEMPTED VILLAGE : INDIAN HILL HIGH SCHOOL : SERVICE - Indian Hill High School,Onsite Support,Onsite Troubleshooting,740,Billed,DEREK  FORNASH,,3/27/2024,,10068,
Derby City Gaming - service,21718 Derby City Gaming - service : DCG - Cigar & Outdoor Patio AV install,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",280,Closed,Brian Moloney,7/31/2025,3/20/2024,6/19/2024,10188,6/19/2024
St Rita School For The Deaf,21725 St Rita School For The Deaf : Service - St Rita School For The Deaf,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,3/11/2024,,10073,
St Rita School For The Deaf,21725 St Rita School For The Deaf : Service - St Rita School For The Deaf,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,6/20/2024,,10073,
Mercy Health,21726 Mercy Health : Service - Mercy Health,Onsite Support,Onsite Troubleshooting,500,Billed,DEREK  FORNASH,,4/2/2024,,10078,
Mercy Health,21726 Mercy Health : Service - Mercy Health,Onsite Support,Onsite Troubleshooting,375,Billed,DEREK  FORNASH,,4/2/2024,,10078,
Mercy Health,21726 Mercy Health : Service - Mercy Health,Onsite Support,Onsite Troubleshooting,1110,Billed,DEREK  FORNASH,,5/7/2024,,10078,
Mercy Health,21726 Mercy Health : Service - Mercy Health,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,5/7/2024,,10078,
"The Kidz Club (KY PPEC, Inc)","21735 The Kidz Club (KY PPEC, Inc) : Kidz Club LOU Boardroom AV - Integrated Corporate Standard",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2346,Pending Billing/Partially Fulfilled,STEVE ROSS,5/31/2027,5/1/2024,,10616,
ROCKWERN ACADEMY,21754 ROCKWERN ACADEMY : Service-Rockwern Academy,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,3/12/2024,,10113,
ROCKWERN ACADEMY,21754 ROCKWERN ACADEMY : Service-Rockwern Academy,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,9/10/2024,,10113,
ROCKWERN ACADEMY,21754 ROCKWERN ACADEMY : Service-Rockwern Academy,Onsite Support,Onsite Troubleshooting,185,Pending Billing,DEREK  FORNASH,,10/3/2024,,10113,
Saint Benedict Parish : Saint Benedict School,21769 Saint Benedict Parish : Saint Benedict School : Service -  Saint Benedict Parish : Saint Benedict School,Onsite Support,Onsite Troubleshooting,185,Billed,BRITTANY MULLINS,,3/25/2024,,10132,
XENIA COMMUNITY SCHOOLS,21770 XENIA COMMUNITY SCHOOLS : Service - Xenia Community Schools,Onsite Support,Onsite Troubleshooting,925,Billed,BRITTANY MULLINS,,3/18/2024,,10133,
XENIA COMMUNITY SCHOOLS,21770 XENIA COMMUNITY SCHOOLS : Service - Xenia Community Schools,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,3/26/2024,,10133,
XENIA COMMUNITY SCHOOLS,21770 XENIA COMMUNITY SCHOOLS : Service - Xenia Community Schools,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,9/12/2024,,10133,
Pepper Construction-Indianapolis,21802 Pepper Construction-Indianapolis : Clubhouse & Speedway Support Renewal,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1970,Pending Fulfillment,Whitney Turso,7/31/2025,6/6/2024,8/14/2024,10976,8/14/2024
Pepper Construction-Indianapolis,21802 Pepper Construction-Indianapolis : Clubhouse & Speedway Support Renewal,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",827,Pending Fulfillment,Whitney Turso,7/31/2025,6/6/2024,8/14/2024,10976,8/14/2024
DICKMANN'S KY. SPORTS CAFE,21803 DICKMANN'S KY. SPORTS CAFE : Dickmann's AUDIO UPGRADE,Onsite Support,Onsite Troubleshooting,480,Partially Fulfilled,RICHARD T EARLY,,3/18/2024,5/14/2024,10174,5/14/2024
BECKMAN COULTER,21843 BECKMAN COULTER : Service - Beckman Coulter,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,4/5/2024,,10180,
Wendy's,21854 Wendy's : SLT Offices - Esposito & O'Brien,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2200,Billed,Brian Moloney,8/31/2027,4/2/2024,10/11/2024,10304,10/11/2024
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,555,Billed,BRITTANY MULLINS,,4/23/2024,,10184,
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,5/15/2024,,10184,
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,740,Billed,BRITTANY MULLINS,,5/20/2024,,10184,
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,6250,Billed,DEREK  FORNASH,,5/31/2024,,10184,
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,10/15/2024,,10184,
NEW MIAMI LOCAL SCHOOL DISTRICT,21876 NEW MIAMI LOCAL SCHOOL DISTRICT : SERVICE - New Miami School District,Onsite Support,Onsite Troubleshooting,508.75,Billed,DEREK  FORNASH,,10/25/2024,,10184,
JCREMC,21910-4 JCREMC : JCREMC - Westwing Conference Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1920,Partially Fulfilled,Brian Moloney,6/30/2027,5/10/2024,8/27/2024,10725,8/27/2024
"Nationwide Children's Hospital, Inc.","21913 Nationwide Children's Hospital, Inc. : WA1020 - Dante speaker and booth mic",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",80,Billed,Brian Moloney,8/31/2025,3/28/2024,10/11/2024,10260,10/11/2024
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,3/25/2024,,10204,
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,1110,Billed,BRITTANY MULLINS,,5/7/2024,,10204,
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,555,Billed,DEREK  FORNASH,,5/16/2024,,10204,
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,5/16/2024,,10204,
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,11/5/2024,,10204,
JUNGLE JIM'S,21915 JUNGLE JIM'S : SERVICE - Jungle Jim's,Onsite Support,Onsite Troubleshooting,462.5,Billed,DEREK  FORNASH,,12/16/2024,,10204,
OhioHealth,21915 OhioHealth : BAC crestron beacon lights and misc break fix T&M,Onsite Support,Onsite Troubleshooting,2940,Partially Fulfilled,Kory Young,,3/28/2024,8/15/2024,10268,8/15/2024
ST. HENRY CATHOLIC PARISH,21916 ST. HENRY CATHOLIC PARISH : SERVICE - St Henry Church,Onsite Support,Onsite Troubleshooting,740,Billed,DEREK  FORNASH,,3/27/2024,,10208,
ST. HENRY CATHOLIC PARISH,21916 ST. HENRY CATHOLIC PARISH : SERVICE - St Henry Church,Onsite Support,Onsite Troubleshooting,582.75,Billed,DEREK  FORNASH,,10/18/2024,,10208,
JEWISH HOSPITAL,21917 JEWISH HOSPITAL : SERVICE - Jewish Hospital,Onsite Support,Onsite Troubleshooting,277.5,Billed,DEREK  FORNASH,,3/25/2024,,10209,
JEWISH HOSPITAL,21917 JEWISH HOSPITAL : SERVICE - Jewish Hospital,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,5/8/2024,,10209,
JEWISH HOSPITAL,21917 JEWISH HOSPITAL : SERVICE - Jewish Hospital,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,5/14/2024,,10209,
"Nationwide Children's Hospital, Inc.","21943 Nationwide Children's Hospital, Inc. : NCH - Test Lab - Box Sale",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",600,Pending Billing/Partially Fulfilled,Brian Moloney,8/31/2025,4/9/2024,10/11/2024,10366,10/11/2024
Huseman Group,21947 Huseman Group : Trade 31 Room AV,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2500,Closed,BRAD  COOPER,7/31/2027,4/1/2024,9/6/2024,10281,9/6/2024
United Wheels,21951 United Wheels : Additional labor & Crestron MTR (3),Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2500,Billed,BRAD  COOPER,6/30/2027,5/15/2024,10/25/2024,10771,10/25/2024
Easterseals Redwood,21956 Easterseals Redwood : Cincy Room AV Systems,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",25000,Pending Billing,BRAD  COOPER,10/31/2027,6/5/2024,11/15/2024,10958,11/15/2024
CLIFTON VIEW SENIOR LIVING,21962 CLIFTON VIEW SENIOR LIVING : Service-Clifton View Senior Living,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,4/1/2024,,10275,
CLIFTON VIEW SENIOR LIVING,21962 CLIFTON VIEW SENIOR LIVING : Service-Clifton View Senior Living,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,5/15/2024,,10275,
THE UROLOGY GROUP-NORWOOD SURGERY CENTER,21963 THE UROLOGY GROUP-NORWOOD SURGERY CENTER : Service-THE UROLOGY GROUP-NORWOOD SURGERY CENTER,Onsite Support,Onsite Troubleshooting,370,Billed,DEREK  FORNASH,,4/2/2024,,10276,
Prolific,21969-2 Prolific : Brand Theater Room - Logitech,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",6250,Partially Fulfilled,ANDREA  NICHOLSON,5/31/2027,4/12/2024,,10407,
Ivy Tech Community College,22002 Ivy Tech Community College : Ivy Tech - EMC2 - Lilly Lab Space,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",880,Billed,Brian Moloney,8/31/2027,5/10/2024,11/25/2024,10721,11/25/2024
Group 1001,22041-1 Group 1001 : Sound Masking,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2638,Billed,Whitney Turso,8/31/2027,7/1/2024,10/11/2024,11180,10/11/2024
Central Indiana Community Foundation,22063 Central Indiana Community Foundation : Replacement Bulb - Hitachi CP-WU550,Onsite Support,Onsite Troubleshooting,300,Billed,ANDREA  NICHOLSON,,4/3/2024,7/10/2024,10331,7/10/2024
NEW RICHMOND HIGH SCHOOL,22083 NEW RICHMOND HIGH SCHOOL : Service - New Richmond High School,Onsite Support,Onsite Troubleshooting,740,Billed,DEREK  FORNASH,,10/25/2024,,10377,
NEW RICHMOND HIGH SCHOOL,22083 NEW RICHMOND HIGH SCHOOL : Service - New Richmond High School,Onsite Support,Onsite Troubleshooting,740,Billed,DEREK  FORNASH,,10/25/2024,,10377,
Derby City Gaming - service,22168 Derby City Gaming - service : DCG - Outdoor Entry Speakers,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",440,Billed,Brian Moloney,7/11/2027,5/1/2024,7/11/2024,10611,7/11/2024
Wendy's,22178 Wendy's : Wendy's - May 2nd support,Onsite Support,Onsite Troubleshooting,450,Pending Fulfillment,Brian Moloney,,4/10/2024,10/11/2024,10378,10/11/2024
Silco Fire and Security,22179 Silco Fire and Security : Service - Silco Fire and Security,Onsite Support,Onsite Troubleshooting,1017.5,Billed,DEREK  FORNASH,,4/18/2024,,10382,
KROGER COMPANY,22181 KROGER COMPANY : SERVICE - Kroger T&M,Onsite Support,Onsite Troubleshooting,740,Pending Fulfillment,PATRICK D FRIEND,,4/11/2024,,10392,
CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill,22182 CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill : SERVICE - Cincinnati Children's College Hill T&M,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,4/17/2024,,10397,
CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill,22182 CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill : SERVICE - Cincinnati Children's College Hill T&M,Onsite Support,Onsite Troubleshooting,240.5,Billed,BRITTANY MULLINS,,5/7/2024,,10397,
CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill,22182 CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill : SERVICE - Cincinnati Children's College Hill T&M,Onsite Support,Onsite Troubleshooting,185,Billed,DEREK  FORNASH,,5/8/2024,,10397,
CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill,22182 CINCINNATI CHILDREN'S HOSPITAL : Cincinnati Children's College Hill : SERVICE - Cincinnati Children's College Hill T&M,Onsite Support,Onsite Troubleshooting,647.5,Billed,DEREK  FORNASH,,5/20/2024,,10397,
